,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
94,AAPL220916P00500000,2020-08-28 19:56:47,500.0,108.5,107.3,109.0,2.800003,2.6490097,11.0,318.0,1.0000000000000003e-05,True,REGULAR,USD
95,AAPL220916P00520000,2020-08-28 17:11:15,520.0,122.0,119.45,122.2,6.25,5.399568,18.0,19.0,1.0000000000000003e-05,True,REGULAR,USD
96,AAPL220916P00540000,2020-08-27 13:31:06,540.0,126.4,132.2,135.2,0.0,0.0,1.0,48.0,1.0000000000000003e-05,True,REGULAR,USD
97,AAPL220916P00560000,2020-08-27 14:45:00,560.0,143.3,145.5,147.5,0.0,0.0,33.0,18.0,1.0000000000000003e-05,True,REGULAR,USD
98,AAPL220916P00600000,2020-08-28 15:27:40,600.0,172.0,173.65,177.0,-0.1000061,-0.058109295,1.0,19.0,1.0000000000000003e-05,True,REGULAR,USD
99,AAPL220916P00640000,2020-08-04 16:01:27,640.0,226.35,203.55,207.0,0.0,0.0,,2.0,1.0000000000000003e-05,True,REGULAR,USD
100,AAPL220916P00660000,2020-08-18 17:21:59,660.0,236.4,219.35,222.5,0.0,0.0,1.0,3.0,1.0000000000000003e-05,True,REGULAR,USD
101,AAPL220916P00680000,2020-08-27 14:01:35,680.0,23.2,4.8,5.85,-205.13,-89.839264,2.0,16.0,1.0000000000000003e-05,True,REGULAR,USD
102,AAPL220916P00700000,2020-08-27 19:44:48,700.0,22.2,5.2,6.25,-227.8,-91.119995,23.0,7.0,1.0000000000000003e-05,True,REGULAR,USD
103,AAPL220916P00720000,2020-08-25 19:59:35,720.0,6.0,5.6,6.65,-258.1,-97.728134,10.0,113.0,1.0000000000000003e-05,True,REGULAR,USD
104,AAPL220916P00740000,2020-08-26 18:55:57,740.0,26.8,6.45,7.1,-252.49998,-90.40458,,1322.0,1.0000000000000003e-05,True,REGULAR,USD
105,AAPL220916P00900000,2020-08-27 18:51:13,900.0,424.83,425.5,429.5,0.0,0.0,,3.0,1.0000000000000003e-05,True,REGULAR,USD
106,AAPL220916P01000000,2020-08-28 17:27:35,1000.0,521.65,519.0,523.0,3.8600464,0.74548495,17.0,,1.0000000000000003e-05,True,REGULAR,USD
